plot_name	sample_name	colony_points	theta	psi	elevation	x_i	_x_j	x_k	y_i	y_j	y_k	z_i	z_j	z_k
cur_kal_05m_20200214	KP0984_HU_WP05	171	8.513703414127306	49.17718593254322	49.412080512971066	-0.11865571315795063	-0.6402724695367532	0.7589281826947039	0.9881473709577446	-0.15111414784798577	0.027005325205873787	0.09739401934552269	0.7531372245968756	0.6506141144505239
cur_kal_05m_20200214	KP0986_HU_WP05	106	-37.409619985507874	-24.446487511361134	41.66037826687021	0.630251795868453	-0.7646667807840986	0.13441498491564546	0.5256297028218879	0.5476643776194163	0.6509816779281202	-0.5713983630672768	-0.3396298630156374	0.7470980302691312
cur_kal_05m_20200214	KP0987_HU_WP05	52	-20.02860034544212	-34.81797016386929	38.14000234963206	0.7701852675179147	-0.6198499345480247	-0.15033533296989002	0.5697479691573254	0.5626513638713908	0.5990080920778678	-0.28670874653463513	-0.5470004582945733	0.7865040325936448
cur_kal_05m_20200214	KP0988_AC_WP05	61	41.7578905962618	14.001243673740976	42.82895334496726	0.7548223968851535	-0.10781453327326532	-0.6470078636118882	-0.03924905391469512	0.9772074191479365	-0.2086268720204338	0.6547538934037377	0.18287068211525073	0.7333864279459702
cur_sna_05m_20200303	KP0130_AC_SB05	469	-35.32039663207366	-61.26021373498866	117.07401574577189	-0.8105472860021283	0.4904782371608752	0.32006904884125315	0.4888824722052745	0.2656907621081395	0.8309045356121576	0.3225012023621668	0.8299635641411955	-0.4551411392886831
cur_sna_05m_20200303	KP0132_HU_SB05	405	-0.8432814213279419	-18.519953126243358	18.536602313818477	0.7819894057092593	-0.5943894594705745	-0.18759994623868484	0.6231354698729482	0.7388023397292092	0.25665792213930616	-0.013955484395008806	-0.31760395665187213	0.9481207576961789
cur_sna_05m_20200303	KP0133_HU_SB05	438	12.033111067916664	40.468397738181444	41.32691241439183	0.14331642554822346	-0.7677870094964284	0.6244705839482049	0.9766456706467534	0.007662640831143666	-0.2147196263559672	0.16007384600562885	0.6406593416036516	0.7509540410976838
cur_sna_05m_20200303	KP0134_HU_SB05	109	-21.026941097472193	60.4074297960311	60.9767207047906	-0.2855905980771554	-0.519646024942233	0.8052366230193885	0.9400298252518157	0.011617411528945465	0.3408943581029288	-0.18649916334121563	0.8543026656350214	0.4851649385125881
cur_sna_05m_20200303	KP0135_HU_SB05	681	-20.42403904533394	56.860652925211575	57.609265291950415	-0.2209350666586511	-0.5702605858492515	0.7911956525079028	0.9546708876584749	0.03947280977335249	0.29503456330738015	-0.19947729840239262	0.8205149368021676	0.5356902518308669
cur_sna_05m_20200303	KP0137_HU_SB05	250	89.02821842751858	-84.90009720778802	89.045305996168	0.13293119897881522	0.6312069399254249	-0.7641381389042401	0.1321438834235499	0.7528098726798689	0.6448374133605019	0.9822765854950416	-0.18669519165125967	0.016661782692783213
cur_sna_05m_20200303	KP0138_HU_SB05	45	-81.42744500354034	-85.49547565551681	93.99398144853274	-0.8147045552390386	0.45417498316469557	0.36052957207434305	0.3503840192853925	-0.10983609921380921	0.9301435751210175	0.46204710441920754	0.8841160082120687	-0.06965168570094414
cur_sna_05m_20200303	KP0139_HU_SB05	107	75.65048845468591	-87.3378563532358	92.61929138662606	-0.6605427243028703	-0.08537570210850486	0.7459184264113751	0.7292262128609497	0.16343762955083582	0.6644676604043876	-0.17864053248638492	0.9828525478098349	-0.0456993371581828
cur_sna_05m_20200303	KP0140_HU_SB05	199	73.51677660825801	-1.3633631673098554	73.51716313661868	0.23936811011762363	0.5563537995721533	-0.7957219096897769	-0.1524799948878227	0.8309180775638364	0.53509344934939	0.9588809931465567	-0.006752634985458132	0.2837281144036072
cur_sna_10m_20200303	KP0051_AC_SB10	5485	-17.17825398623006	50.364603972340255	51.255597021244185	-0.10291484797425117	-0.6500098956720497	0.7529247436463008	0.97569318128639	0.08126075186047145	0.2035178277161838	-0.19347183272424995	0.7555685446969599	0.6258472850519029
cur_sna_10m_20200303	KP0052_AC_SB10	3323	-2.17986324559591	61.95051947706094	61.95540844732184	-0.37342912255507754	-0.44210418671015334	0.8155333092652309	0.9274860736269677	-0.1609759703897272	0.33742602179606224	-0.017896191096874545	0.8824004901689706	0.47015859164093193
cur_sna_10m_20200303	KP0053_AC_SB10	475	-50.202618731715205	-57.14190579670953	117.04202398330729	-0.752874354747859	0.6500886975090207	0.1027856572388383	0.36790976082878357	0.28619638037805073	0.8847225778431391	0.545731265230335	0.7039007864958862	-0.454643892426337
cur_sna_10m_20200303	KP0054_AC_SB10	259	-41.625216770253736	-54.6231264902029	120.98513764115339	-0.7757899864800004	0.6083772434508065	0.1674127430291941	0.43458237381739423	0.32280087214946096	0.8407959070468802	0.457480116775144	0.7250356726332475	-0.5148157108758968
cur_sna_10m_20200303	KP0056_AC_SB10	179	-73.06366777003343	67.5945503822127	103.76333974933631	0.19584542696422594	0.5885417259121649	-0.7843871528763908	0.5926612365187092	0.5662314026108124	0.5728303914995319	0.7812792250311759	-0.5770620725344219	-0.2379120362170917
cur_sna_10m_20200303	KP0057_AC_SB10	2790	-14.109549533502902	-56.09641437548342	123.53140241885983	-0.8164917889836715	0.4106684740431982	0.40582331494047336	0.5604122893723047	0.3946766881213846	0.7281266220747784	0.13884964689453003	0.8219377812709221	-0.5523939348659596
cur_sna_10m_20200303	KP0058_AC_SB10	3560	-23.468643303340563	-18.498727876246715	28.727965384168947	0.6803530693639945	-0.7311238147022625	0.050770745338267975	0.6262354311532515	0.615939060814317	0.47796261164601384	-0.3807215331121854	-0.2933888902777143	0.876911667892678
cur_sna_10m_20200303	KP0059_AC_SB10	195	51.3777882447857	78.33972180360597	78.70059423424215	-0.7297760429520885	0.04775997896025938	0.6820160639918291	0.6381845444314824	-0.3102536134769317	0.7046014352620124	0.2452496980262616	0.949453358377452	0.1959359739399717
cur_sna_10m_20200303	KP0061_AC_SB10	5657	-65.46978105277398	-23.255429983132764	114.12436699554733	-0.365151881124506	0.8150299529484707	-0.44987807182396466	0.25409897599372344	0.5521547921888458	0.7940773236038374	0.895599136952563	0.1756452710997541	-0.40871863748808673
cur_sna_10m_20200303	KP0062_AC_SB10	3337	-20.589290180721264	-34.02916640043722	37.69368934304689	0.7655481557332104	-0.6286439945707645	-0.1369041611624459	0.5705907160955586	0.5650754332702224	0.595916092600316	-0.29725789469589875	-0.5343187090160546	0.7912908828214683
cur_sna_10m_20200303	KP0064_AC_SB10	2784	35.55833744773259	-1.43709447532761	35.57502196484789	0.7909652775064727	-0.2200390656753621	-0.5709262118311106	0.19061942496441925	0.9752776277823576	-0.11179348627469943	0.5814104957818896	-0.020404860301676837	0.8133544596734725
cur_sna_10m_20200303	KP0065_AC_SB10	759	-55.74524731496151	-22.638047127164278	123.22842670777284	-0.46701639386984223	0.8135269603319394	-0.3465105664620972	0.36660761953033977	0.5347416685159587	0.7613476218226902	0.804670455005716	0.22852840691223414	-0.547978308033311
cur_sna_10m_20200303	KP0066_AC_SB10	4478	26.308613817181502	-0.19959796625467333	26.309178863880025	0.8164886088901351	-0.4113689907475645	-0.4051196181425706	0.370022622814503	0.9114635492184202	-0.1797705678125217	0.4432038020573921	-0.003122802826088331	0.8964154382563819
cur_sna_10m_20200303	KP0067_LM_SB10	1554	40.21286266020591	-68.42877940812636	110.5538526072969	-0.7223923030202992	0.03163277307927613	0.6907595299410231	0.6245342230956422	0.45865917847868376	0.6321303363860821	-0.29682716304164397	0.8880490558885662	-0.3510876096020413
cur_sna_10m_20200303	KP0068_AC_SB10	1339	5.943032998495512	-15.57440227176999	16.569258946675316	0.7954319860533271	-0.5572965891918767	-0.23813539686145033	0.5977730461361273	0.7861625492640801	0.15689433210839263	0.09977645451906644	-0.26714969176419373	0.9584757176443758
cur_sna_10m_20200303	KP0069_AC_SB10	40252	56.7054381658633	14.656039121084524	57.08648165723397	0.47579086322848413	0.3367499293269392	-0.8125407925554233	-0.2984472614689902	0.9308090474558841	0.2110065148186907	0.8273767500902804	0.14210560253759016	0.5433725343974191
cur_sna_10m_20200303	KP0070_AC_SB10	2612	61.17751777087631	-69.63368138532427	107.10542699054584	-0.6274003973209618	-0.13882223844195118	0.7662226357629129	0.5662611154483181	0.5941030523928493	0.5713054456844657	-0.534525107523235	0.7923193480229203	-0.2941308555316981
cur_sna_10m_20200303	KP0071_AC_SB10	1636	49.891415050492306	-53.88869240342521	118.87458533539636	-0.6787862734541774	-0.05359146376972857	0.7323777372239059	0.4589100423900294	0.7476398493195631	0.4800377367488959	-0.5732807060801646	0.661938524880097	-0.48289400629515905
cur_sna_10m_20200303	KP0072_AC_SB10	1306	11.728678916473285	-28.183746758091115	29.883607045534703	0.8163584041729278	-0.42118754372454403	-0.3951708604483837	0.5487769357340765	0.778948711040647	0.3034514464859773	0.18000786300200317	-0.4645857924855214	0.8670393362922193
cur_sna_10m_20200303	KP0073_HU_SB10	161	38.16815451352168	-10.590786380709112	38.93668389125428	0.7659622534322043	-0.1380803922586597	-0.6278818611735446	0.1987234137854026	0.9796842108914839	0.026978727609099903	0.6114007124059763	-0.1454395139005388	0.7778409327528603
cur_sna_10m_20200303	KP0074_AC_SB10	1022	-47.75602987839561	55.89013224171394	61.501053620012414	-0.14182325293051046	-0.6254464880822499	0.7672697410127604	0.8389497423583362	0.33545677145988334	0.42852314322401874	-0.525404125150431	0.7044752976700401	0.47714259948952237
cur_sna_10m_20200303	KP0076_AC_SB10	1211	27.110672732036495	0.5680693329953105	27.115030749180878	0.8164693465458882	-0.40245932798476114	-0.41401001856112707	0.3545725844787067	0.9153953264918009	-0.19060345897454115	0.4556929761221043	0.008825279317033455	0.8900932681230409
cur_sna_10m_20200303	KP0077_AC_SB10	541	-61.478690236165846	39.766366415693064	116.34264713281163	-0.0429956990075889	0.727623565931214	-0.6846278669236252	0.575685489465442	0.5781048855858297	0.5782568274397885	0.8165400094825626	-0.3692677721699242	-0.4437383523551662
cur_sna_10m_20200303	KP0078_AC_SB10	584	-46.3401075859235	-15.917821892236168	132.6385810953271	-0.5069341600694345	0.8077804553162656	-0.3008462952468313	0.489049306534036	0.5569303284648349	0.6713116899135823	0.7098228885667717	0.1931821556073377	-0.6773714797816829
cur_sna_10m_20200303	KP0079_LM_SB10	716	72.59825458334043	-76.87685777180384	100.59514965464246	-0.5615335534131698	-0.23256552433571664	0.7940990777488864	0.5835311177922433	0.5691153422441712	0.5793092108627611	-0.5866613187856464	0.7886830821773427	-0.18386814005676175
cur_sna_10m_20200303	KP0082_AC_SB10	5741	7.158794266291294	12.00251448439967	13.870619649550633	0.6673478961388012	-0.741086624773669	0.07373872863486779	0.7346960806137882	0.6388962981081256	-0.22810784597306313	0.12193627290455268	0.20640284602035852	0.970839539009842
cur_sna_10m_20200303	KP0083_AC_SB10	5862	-16.383096415924896	7.675029128496486	17.921723772943974	0.5358880801793336	-0.8014400327093688	0.26555195253003516	0.7966021651707641	0.5841684991150611	0.1554739691617465	-0.27973014847699007	0.12822261349880068	0.951477800802824
cur_sna_10m_20200303	KP0084_AC_SB10	384	-20.135993952183433	-14.317657611907308	24.072394035308147	0.675226150941121	-0.7351709125382365	0.0599447615971155	0.6572648672920431	0.6365701300757971	0.40346172522168167	-0.33477236939271343	-0.23302832199751905	0.9130308110015835
cur_sna_10m_20200303	KP0085_AC_SB10	1384	-16.336745770885866	3.409748540748571	16.652505096672243	0.5743518594381641	-0.7897592125388975	0.21540735310073342	0.7689330718613245	0.6107552155953799	0.1889973481849631	-0.28082356125836483	0.05708285936234825	0.9580603710670783
cur_sna_10m_20200303	KP0086_LM_SB10	4794	-20.469094318416783	37.22096000627317	40.243730794727455	0.13381239522272628	-0.7644523840130721	0.6306399887903459	0.9491658869386705	0.2818202142405166	0.1402194206141094	-0.28491816712291984	0.5798188677700649	0.763303162983854
cur_sna_10m_20200303	KP0087_AC_SB10	1462	24.84174896463741	4.295902930711254	25.126773954074242	0.8129771856174535	-0.472071149553211	-0.34090603606424247	0.4042142469427125	0.8789331396630923	-0.253154850971723	0.41914071412123705	0.06801004162246425	0.9053704744492446
cur_sna_10m_20200303	KP0088_AC_SB10	5483	50.80067824354736	83.80593711993113	83.8596484057675	-0.716767308099991	0.019734175194173906	0.697033132905817	0.6848672512980422	-0.16808748733036613	0.7090158282453424	0.13115439046618782	0.9855745324085692	0.10696432549720997
cur_sna_10m_20200303	KP0089_AC_SB10	5868	0.7795405286370177	-2.966070561065659	3.066445767236152	0.7286776210088025	-0.6833555710056546	-0.04532205000314805	0.6847220754548627	0.7282500645216169	0.028416947567362086	0.013586906407912044	-0.05173980189174187	0.9985681693677532
cur_sna_10m_20200303	KP0090_AC_SB10	354	-0.6009981462581696	3.513166807419598	3.563949005024348	0.6796433289174464	-0.7316937215047811	0.0520503925873347	0.7334680191706299	0.6788738666503652	-0.03398437925127969	-0.010469494349034719	0.06127455499361874	0.9980660391970111
cur_sna_10m_20200303	KP0091_HU_SB10	178	-24.39113667808883	-12.57666724168086	26.809596156494894	0.6391935849385944	-0.759566871826986	0.12037328688839163	0.6539527494536957	0.6192012185712943	0.43466728931652554	-0.40469415915639284	-0.19911810099232888	0.892510290922132
cur_sna_10m_20200303	KP0092_HU_SB10	304	-86.11293503583268	60.49249716029338	93.85943430176879	0.0336537237512082	0.6896790263930345	-0.7233327501442427	0.13244877316421277	0.7142815124616819	0.6872112073029274	0.9906183671651623	-0.11893175147540799	-0.06730890822186553
cur_sna_10m_20200303	KP0093_HU_SB10	314	-31.27632673659575	51.11059855454366	54.08327987093713	-0.0974564353984618	-0.6533235484829852	0.7507799838814471	0.929263089464635	0.2103579904936368	0.3036768453374749	-0.356331802900144	0.7272673901895227	0.5866087191722038
cur_sna_10m_20200303	KP0094_HU_SB10	674	23.592300905819993	47.3563101193078	49.488313318527446	-0.09937393630114907	-0.652163169405878	0.7515371057070271	0.9537498316397419	-0.2777652133228133	-0.11492495340393247	0.2837006863424535	0.7053578430401211	0.6496031356379129
cur_sna_10m_20200303	KP0095_AC_SB10	378	19.78754863185985	33.85101339591198	37.27588747255532	0.4198686794552092	-0.8163852602557246	0.39651658080051533	0.8612499368777793	0.22058488057479492	-0.45781093989749155	0.28628454069432385	0.5337203549603446	0.7957284363779163
cur_sna_10m_20200303	KP0098_AC_SB10	635	-21.021890012686292	32.53674566651661	36.6779968495188	0.20587035830754483	-0.7871961284105179	0.5813257701029729	0.9287746973540392	0.34428095535766956	0.13728869339069083	-0.308212519416775	0.5116569936915764	0.8020050895606974
cur_sna_10m_20200303	KP0099_AC_SB10	161	-36.157017270304195	65.81670469873366	66.89295269230537	-0.33706562917956123	-0.47550916480235483	0.8125747939819161	0.8967413071897067	0.10074732212668966	0.43093503578149345	-0.28677829346985545	0.8739227719159559	0.3924502505047608
cur_sna_10m_20200303	KP0100_AC_SB10	630	-89.76072362255047	89.90012205081268	89.90782945189959	-0.5596824881023569	-0.23500497996495073	0.7946874680673077	0.7337398587464926	0.3052156277740837	0.6070166721344226	-0.38520297532370146	0.9228304719471204	0.0016086788438832932
cur_sna_10m_20200303	KP0101_AC_SB10	3022	-79.1753012023337	-76.64067992230115	98.47099813775942	-0.6365872280984536	0.7610887424849918	-0.1245015143865383	0.03488791434809807	0.18969273961063737	0.9812234699452775	0.770415170187067	0.6202907307074843	-0.1473087741582554
cur_sna_10m_20200303	KP0102_AC_SB10	15036	-55.43744356405489	-59.07215175034241	114.32694124830027	-0.7351455204705997	0.6752589604442274	0.059886560026372396	0.3193429837555871	0.26702693617422313	0.9092396131292819	0.5979808713145345	0.6875477813920926	-0.41194286720942447
cur_sna_10m_20200303	KP0103_AC_SB10	1325	-65.89775239352346	-80.04498650302467	99.27969003726037	-0.8163405018908398	0.3943449578397083	0.4219955440511313	0.45129155305830343	-0.02047007818326893	0.8921417544523937	0.3604498843262905	0.9187344720459604	-0.16125399456631873
cur_sna_10m_20200303	KP0104_AC_SB10	1774	-61.719535121605226	-46.95292456260731	114.99494183161585	-0.5725056768323291	0.7904134650978477	-0.2179077882655186	0.2354047458917571	0.4130459808123602	0.8797599805324136	0.7853800707978233	0.45237105558022694	-0.4225382497086356
cur_sna_10m_20200303	KP0105_AC_SB10	950	63.983011810895654	65.63983855194569	71.63644417146706	-0.7515372212652907	0.652162991526386	0.0993742297389046	-0.1363164386701049	-0.3009097593414007	0.9438597063554519	0.6454530452334586	0.6957993598850571	0.3150454208243623
cur_sna_10m_20200303	KP0107_AC_SB10	4006	34.797114004618734	48.14441865389782	52.74662793353435	-0.21812290320474878	-0.5723465020664604	0.7904694052712092	0.8805979432052735	-0.464571489827176	-0.0933841167565454	0.420677621843822	0.6757165177883736	0.6053408346277168
cur_sna_10m_20200303	KP0108_AC_SB10	1579	24.509495607599415	-7.739758501862795	25.442911591232356	0.8162560682327702	-0.390966352820997	-0.4252897154117731	0.4052439785119103	0.9121855970084003	-0.060784492185642136	0.4117078441723178	-0.12273038569268724	0.903013789194111
cur_sna_10m_20200303	KP0109_LM_SB10	4067	14.73457949927276	20.688347552827157	24.71131567728286	0.6406719712255893	-0.7586903730260364	0.11801840180044702	0.7297005058551826	0.5538074080924723	-0.4010418014329536	0.23890708871987956	0.34305432896191806	0.9084256328064944
cur_sna_10m_20200303	KP0112_AC_SB10	1254	-27.053727245556253	-12.79110932522476	29.200660716498838	0.6238709584602602	-0.7681029598689928	0.14423200140873266	0.6419059109916655	0.608886526980736	0.4660622262051466	-0.44580469784854904	-0.1981793135063037	0.8729164513711114
cur_sna_10m_20200303	KP0113_LM_SB10	4112	66.90084055471772	74.35037192978601	76.82160283479027	-0.8162025998710948	0.42707462259525103	0.38912797727584375	0.21931557895544138	-0.3940784962973576	0.8925260867803547	0.534522209820233	0.8138239401069113	0.22798377511954074
cur_sna_10m_20200303	KP0116_AC_SB10	3076	-52.33450833914583	-22.27780160328671	126.35306955755429	-0.49712576316710017	0.8094991361585653	-0.31237337299146506	0.40398144420916793	0.5345463786701758	0.7423335919822543	0.7678964567766954	0.24284010708517179	-0.5927594065560319
cur_sna_10m_20200303	KP0117_AC_SB10	1753	14.520863287376413	-42.451378797627655	43.55322455423719	0.8096321141299598	-0.31331807989013327	-0.49631403423982656	0.5561119813048594	0.679931869892777	0.47794572553093895	0.18771069233966256	-0.6629663891315094	0.724734615471962
cur_sna_10m_20200303	KP0119_AC_SB10	6341	8.809996775287859	-2.629908652769236	9.182435425015553	0.769319641851708	-0.6215363003320413	-0.14778334151966674	0.6202725754543474	0.7820719468661222	-0.0602113117633573	0.153000721568203	-0.0453442090524455	0.9871852318106351
cur_sna_10m_20200303	KP0121_AC_SB10	702	-46.58183278114885	-69.20533670971429	109.4142249947323	-0.814128391416849	0.4608807518669186	0.3532476395499303	0.4623860294662361	0.14652538678433888	0.8744881192915936	0.35127499490208913	0.8752823793418233	-0.3323952983576236
cur_sna_10m_20200303	KP0122_AC_SB10	1499	88.84186909371279	88.11831100076527	89.01361016939978	-0.49216965371096477	0.8102893766195921	-0.3181197229086274	-0.1806406460178701	0.2624223082873021	0.9478942394167246	0.8515503443556791	0.523990131825588	0.01721489985818686
cur_sna_10m_20200303	KP0123_AC_SB10	10086	10.4360971000884	7.27436938381962	12.631004622656599	0.7295616781303305	-0.6822785844945494	-0.04728309363578111	0.6598769339549281	0.720403346176278	-0.213498128451434	0.17972809974486287	0.12455903001443004	0.9757985746064425
cur_sna_10m_20200303	KP0124_AC_SB10	1852	-25.50589916294152	-55.797100494194545	122.88389611572745	-0.811349486248984	0.48494648066462925	0.3264030055843547	0.5240342140060816	0.3559623776588322	0.7737434511790708	0.2590369736437988	0.7988226940832748	-0.5429384400675648
cur_sna_10m_20200303	KP0125_AC_SB10	610	-33.67998636649469	-0.9908635465497773	33.68888865042864	0.4944405633147291	-0.8099337051792849	0.31549314186455585	0.669374569314493	0.5863448586037169	0.4562207719339667	-0.5544963618492464	-0.014390969513647687	0.8320617072623923
cur_sna_10m_20200303	KP0126_AC_SB10	7645	-13.237566902545364	17.23826837951194	21.274749481865314	0.4548722888176222	-0.8146485426510173	0.3597762538333951	0.8631563398236339	0.5027392851248222	0.047056819000547034	-0.2192084256776759	0.2891383114510365	0.9318512236205725
cur_sna_10m_20200303	KP0127_AC_SB10	5553	0.12059602137620398	-3.9661317751413874	3.967953119260127	0.7302355169320666	-0.6814515495131142	-0.04878396741895252	0.6831922722326602	0.7285875115541004	0.0490770533852464	0.0020997553505969465	-0.06916663699775626	0.997602910658288
cur_sna_10m_20200303	KP0128_LM_SB10	274	27.476289194311352	-35.59870823372438	41.503823415491574	0.7912986205757443	-0.22133674675272993	-0.5699618738230144	0.47134238257374705	0.8145927408078155	0.3380458918740386	0.38946482699292295	-0.5361424355151612	0.7489115016977933
cur_sna_10m_20200303	KP0129_AC_SB10	1657	68.06517824615365	-21.03968992267576	68.29955394915945	0.3941408949066674	0.4221950176112285	-0.8163359125178957	-0.04000147658187972	0.8952777320534968	0.4437089861163693	0.9181790875605046	-0.14222921497850383	0.36975399061153874
